Reaction,Isozyme,Protein,Stoichiometry,KcatReverse,KcatForward
27626,B,PN96_RS18410,1,2.777232405844832,1.2523403096370411
41832,B,PN96_RS20950,1,0.17242658440057265,2.239534641089642
41832,A,PN96_RS07515,1,0.475909195406072,4.332507185496937
22608,A,PN96_RS02545,2,5.690888355284493,4.613966002984023
15101,A,PN96_RS14070,2,0.4164974500293626,0.6496258218677495
33803,A,PN96_RS07900,2,1.0275097692890924,0.40300622520514157
18585,A,PN96_RS12250,2,30.6534047270572,32.03442028562245
18617,A,PN96_RS12890,1,0.6954549486835698,0.0670421582365098
24400,A,PN96_RS02310,6,0.20241386961787405,0.4026426732105819
cyt_bo,A,PN96_RS21715,1,20.728045147556372,52.733171372348146
cyt_bo,A,PN96_RS21720,1,20.728045147556372,52.733171372348146
cyt_bo,A,PN96_RS21725,1,20.728045147556372,52.733171372348146
cyt_bo,A,PN96_RS21710,1,20.728045147556372,52.733171372348146
cyt_bo,A,PN96_RS22915,1,20.728045147556372,52.733171372348146
41872,B,PN96_RS17995,4,0.23254533964247973,0.7424104273705168
41872,A,PN96_RS03555,4,0.4495470291272113,1.9930338333374034
21968,A,PN96_RS15070,1,0.0066515233779963516,0.27030199315135944
28206,A,PN96_RS07840,4,0.054150447114291546,0.31410770071391253
23536,A,PN96_RS09435,1,4.700239984764301,4.584087772742682
27678,A,PN96_RS10630,4,0.6753330278997748,1.6910536356396793
41852,B,PN96_RS03565,2,0.3622658082045112,0.03132019375113432
27690,A,PN96_RS10630,4,0.5122047063465575,2.879140839481909
18253,A,PN96_RS14960,8,0.314212725133905,0.7198008544831134
13517,A,PN96_RS03580,2,0.028493559151997676,0.0373751145845593
16429,A,PN96_RS11365,1,0.03428213623686707,1.3555192946285284
23776,A,PN96_RS00270,2,0.02189816766801796,0.283373025263235
23776,D,PN96_RS11205,4,0.05663483552947479,0.2865227997570414
23776,E,PN96_RS14980,4,1.537096500109498,0.14690730317917078
12641,B,PN96_RS00950,4,2.5239848075350917,0.8971101910917791
12641,A,PN96_RS00150,4,2.118292091494882,3.3154814087435542
12821,A,PN96_RS01770,1,0.30292411962765603,3.3419693581503593
24388,A,PN96_RS16680,1,0.2968768327864044,0.9419145542795481
13717,A,PN96_RS02330,2,0.026983155207117242,1.0500739174943354
14801,A,PN96_RS00920,1,23.844467802913346,135.68141171186753
13897,B,PN96_RS10960,1,2.401021031521989,0.1055280032934593
13897,A,PN96_RS10930,2,0.27771565982200175,0.540722361683052
nqr,A,PN96_RS02160,1,16.555003389479815,9.032236258483323
nqr,A,PN96_RS02150,1,16.555003389479815,9.032236258483323
nqr,A,PN96_RS02155,1,16.555003389479815,9.032236258483323
nqr,A,PN96_RS02170,1,16.555003389479815,9.032236258483323
nqr,A,PN96_RS02165,1,16.555003389479815,9.032236258483323
nqr,A,PN96_RS02145,1,16.555003389479815,9.032236258483323
21256,A,PN96_RS08425,1,0.3084244427669015,0.7645776565855221
17089,B,PN96_RS16775,3,29.08486874131758,7.51882017781559
17089,A,PN96_RS13230,3,20.16998777165357,2.2430174419126745
10508,B,PN96_RS18410,1,0.08492676995935255,0.5474106309203185
25298,A,PN96_RS05385,4,0.24042288205828985,1.888786562881519
12605,A,PN96_RS10220,2,0.0675280269430175,2.410737064022678
17817,A,PN96_RS02350,3,0.7454672499371029,0.4516006576656867
21540,A,PN96_RS03960,1,0.05410232195041632,0.058132143290415376
40523,A,PN96_RS09415,1,0.8484804461171279,3.5784504036065634
40523,A,PN96_RS09405,1,0.8484804461171279,3.5784504036065634
40523,A,PN96_RS09400,1,0.8484804461171279,3.5784504036065634
40523,A,PN96_RS09410,1,0.8484804461171279,3.5784504036065634
15469,A,PN96_RS07880,1,0.07481705718635932,0.0792352269126069
27658,A,PN96_RS01780,1,0.6670605577813961,4.540133315152887
21432,A,PN96_RS11855,2,74.86800618201691,96.36743342468006
12813,A,PN96_RS14285,1,5.760508007273753,12.89427372582297
11724,A,PN96_RS15175,2,0.004352671302429378,0.07091130000612843
41812,B,PN96_RS07515,1,0.5923923859194031,1.221566872469687
41812,A,PN96_RS20950,1,0.6289236149497106,0.5342793539048232
15901,A,PN96_RS14635,1,156.11667343804984,42.4602998720842
41928,B,PN96_RS20950,1,0.43122616065029823,0.5768974718860146
41928,A,PN96_RS07515,1,0.06928080827414422,1.3439416246111748
22992,B,PN96_RS16020,1,0.7830122873184973,0.19974159018344004
22992,A,PN96_RS04860,1,0.3443016698779129,0.02123203192823639
22992,C,PN96_RS19315,1,0.5593931118310937,0.014535000287876125
22992,D,PN96_RS21755,1,0.20315439959014153,0.031046536046393323
11680,A,PN96_RS10570,2,0.021845977598473214,0.15179043795894145
28438,A,PN96_RS12525,1,6.059799486888475,0.19709261784284782
18049,A,PN96_RS14820,2,0.11347603541782537,0.26634898756232306
18133,B,PN96_RS12490,1,0.10542768788404007,0.02214657704640408
18133,B,PN96_RS11990,1,0.10542768788404007,0.02214657704640408
18133,A,PN96_RS12475,1,0.0440688163636388,0.08262284542080305
18133,A,PN96_RS11985,1,0.0440688163636388,0.08262284542080305
21732,A,PN96_RS03975,2,0.07027677242084027,0.6505349182439222
21732,A,PN96_RS03970,2,0.07027677242084027,0.6505349182439222
13925,A,PN96_RS02360,3,1.3101367611465238,0.06503929972616028
20700,A,PN96_RS08610,1,0.6927570266933772,0.11198316948564183
16249,A,PN96_RS03075,2,8.733162042690202,122.38074499475144
11064,B,PN96_RS12220,2,0.07393309861240072,3.5212124073889775
11064,A,PN96_RS11905,4,0.12516358396840901,0.9310123267137714
H_ATPsynthase,A,PN96_RS13585,1,5.958805796240823,71.03504254814077
H_ATPsynthase,A,PN96_RS13570,1,5.958805796240823,71.03504254814077
H_ATPsynthase,A,PN96_RS13590,3,5.958805796240823,71.03504254814077
H_ATPsynthase,A,PN96_RS13600,1,5.958805796240823,71.03504254814077
H_ATPsynthase,A,PN96_RS13605,1,5.958805796240823,71.03504254814077
H_ATPsynthase,A,PN96_RS13580,2,5.958805796240823,71.03504254814077
H_ATPsynthase,A,PN96_RS13575,10,5.958805796240823,71.03504254814077
H_ATPsynthase,A,PN96_RS13565,1,5.958805796240823,71.03504254814077
H_ATPsynthase,A,PN96_RS13595,1,5.958805796240823,71.03504254814077
16169,C,PN96_RS12930,12,0.8518313501086104,5.424781620454632
18793,A,PN96_RS01780,1,0.2720884050642806,4.978956909036569
24825,A,PN96_RS11010,2,0.4177686185150092,0.9056474185543336
41792,A,PN96_RS03550,1,0.16096059316790937,1.3957926673635324
10164,A,PN96_RS01105,2,15.34741669000994,10.410494709667901
cyt_c,B,PN96_RS05815,1,6.5779626802826465,0.3549615556586263
cyt_c,B,PN96_RS05830,1,6.5779626802826465,0.3549615556586263
cyt_c,B,PN96_RS05845,1,6.5779626802826465,0.3549615556586263
cyt_c,B,PN96_RS05820,1,6.5779626802826465,0.3549615556586263
cyt_c,B,PN96_RS05825,1,6.5779626802826465,0.3549615556586263
cyt_c,B,PN96_RS05840,1,6.5779626802826465,0.3549615556586263
24152,B,PN96_RS12480,1,3.08217300927742,1.5152207004142204
24152,A,PN96_RS11975,1,0.08793000879414176,3.1718077755512746
41876,B,PN96_RS05720,2,8.877389041191854,1.3415393998410867
41876,A,PN96_RS02355,1,8.453314237931018,0.6287494045978648
11040,A,PN96_RS07890,1,4.862736625081102,0.22992868551705492
41920,B,PN96_RS17995,4,5.552787167132508,13.232986434251577
41920,A,PN96_RS03555,4,2.320545862861613,0.7465495149735317
29359,A,PN96_RS09825,1,1.2262929453632507,0.23127710622642075
29359,C,PN96_RS01130,1,2.2259714438752147,1.1347210944787705
29359,D,PN96_RS07630,1,2.2138414579050942,3.9065019542643613
13725,A,PN96_RS13610,3,0.0464943434873233,1.3371413585361034
41828,B,PN96_RS05720,2,0.14252761094456315,0.36602229478429715
41828,A,PN96_RS02355,1,2.460307296838875,0.8378274708623629
14877,A,PN96_RS10270,4,0.09486998312510252,0.04894661338663322
10300,A,PN96_RS03080,4,0.6966136162487864,1.0868503488149408
10300,C,PN96_RS18175,4,0.9549442470446902,0.9492133994087602
31139,A,PN96_RS13345,4,0.0738638398675965,0.27560479687645606
16853,A,PN96_RS07950,4,0.08200970092661924,0.04007199506707416
21524,A,PN96_RS11755,2,0.9534581472532134,2.0340177358662292
25588,A,PN96_RS08465,2,0.2766103358717085,5.264318208118869
13245,A,PN96_RS10725,4,4.623350260270621,0.5946139108204483
11224,A,PN96_RS20885,1,0.13224799676417096,0.2662129941127996
10228,A,PN96_RS01460,1,4.188262698274385,0.7699344680505101
16597,A,PN96_RS01100,4,0.09167764731334074,0.3844351314693755
41840,B,PN96_RS17995,4,5.271948229199754,0.7267876795414788
41840,A,PN96_RS03555,4,1.1744204064065078,2.7528398899072872
25249,B,PN96_RS13645,2,0.0326354206115212,0.5803862104571043
25249,B,PN96_RS11720,2,0.0326354206115212,0.5803862104571043
25249,A,PN96_RS13645,2,0.012673348005176823,0.0226782672507997
25249,A,PN96_RS13650,2,0.012673348005176823,0.0226782672507997
25249,C,PN96_RS13650,2,0.029212911313242235,0.020227299295488697
25249,C,PN96_RS11715,2,0.029212911313242235,0.020227299295488697
25249,D,PN96_RS11715,2,0.03851679199388033,0.5144481408317292
25249,D,PN96_RS11720,2,0.03851679199388033,0.5144481408317292
28442,B,PN96_RS12625,1,1.169548673469909,1.4362759199490223
19381,A,PN96_RS08465,2,0.9615141804335694,0.9117223001711373
41888,B,PN96_RS17995,4,12.761993585086964,1.3316243466553188
41888,A,PN96_RS03555,4,5.283398112765966,0.2954412779162267
33799,A,PN96_RS07900,2,1.6526151284501116,0.4510981866935379
10532,B,PN96_RS03955,2,0.8929622980905388,1.9775905160630325
10532,B,PN96_RS03950,2,0.8929622980905388,1.9775905160630325
10532,A,PN96_RS22760,2,3.709375196244347,3.181103360211356
10532,A,PN96_RS03950,2,3.709375196244347,3.181103360211356
23032,A,PN96_RS02465,2,0.05505412195711883,0.02496210190549934
41868,B,PN96_RS03565,2,0.07340713687538192,0.010256317914104883
12973,A,PN96_RS09515,1,0.23115360617759728,4.956788358891368
27551,A,PN96_RS02320,2,0.017810641595754476,0.31145792190901617
18437,A,PN96_RS09865,2,0.048030354531274716,0.02181103873549673
24809,A,PN96_RS13640,2,0.13353642968375745,1.593066098762649
30699,A,PN96_RS05100,1,0.6988623322610269,3.2694356980060095
30699,C,PN96_RS22505,1,0.2485958631176397,0.1601750059502989
30699,D,PN96_RS23215,1,0.10582801997503405,0.673583615675844
76499,B,PN96_RS23270,1,0.6766100023524623,2.9128854187251245
24793,A,PN96_RS07885,1,0.5168931340608428,0.39419612821969036
24793,A,PN96_RS07875,1,0.5168931340608428,0.39419612821969036
41912,B,PN96_RS20950,1,0.20490672566728566,1.0646128036386773
41912,A,PN96_RS07515,1,0.5970133676051039,4.497480784729695
28030,A,PN96_RS04115,2,8.991438111988947,9.897218496192387
28030,A,PN96_RS04120,2,8.991438111988947,9.897218496192387
13985,A,PN96_RS11200,1,0.014296588926819813,0.013635272093908588
18681,A,PN96_RS00555,1,0.8393258605722055,1.2052457977895585
22824,A,PN96_RS16680,1,0.5356704523715374,3.546135780003228
10116,A,PN96_RS05370,2,0.2506632233947017,0.2581945727350586
20445,A,PN96_RS04245,2,0.670573050532015,30.44204657353701
14109,B,PN96_RS19875,1,6.225224910949156,0.43343488549908415
14109,A,PN96_RS00840,1,2.3116073183232992,0.3342570569789376
11708,A,PN96_RS10575,4,0.4796369142684909,0.45982103200757846
22828,A,PN96_RS07870,1,0.7255645108256775,0.7513852864367705
27786,B,PN96_RS01375,1,0.05212061693347035,0.8930056992957663
27786,B,PN96_RS09395,2,0.05212061693347035,0.8930056992957663
27786,B,PN96_RS09390,2,0.05212061693347035,0.8930056992957663
27786,A,PN96_RS22095,1,0.1928650444211082,1.2464059704622972
27786,A,PN96_RS09395,2,0.1928650444211082,1.2464059704622972
27786,A,PN96_RS09390,2,0.1928650444211082,1.2464059704622972
41836,B,PN96_RS03565,2,0.08196238640480011,0.0727983583894852
16293,A,PN96_RS11765,1,0.988662152140156,2.1710624258976283
16293,A,PN96_RS11770,1,0.988662152140156,2.1710624258976283
14829,A,PN96_RS08935,2,0.29216020738783127,0.37230686019611453
14829,A,PN96_RS09630,2,0.29216020738783127,0.37230686019611453
27822,A,PN96_RS10515,1,2.805972100264511,0.8901956773946286
23372,A,PN96_RS11350,1,1.3763046012691487,0.11503100483620866
23920,A,PN96_RS07950,4,0.545649369688234,0.11453692636825971
20249,B,PN96_RS23260,1,0.23503152664636148,2.2496014480788045
20249,A,PN96_RS15120,1,1.1193030411382034,3.286896109803099
15609,A,PN96_RS09870,6,0.019148314579073566,0.03980946772959632
13493,A,PN96_RS13345,4,0.2758727838333477,0.6698310921516311
41908,B,PN96_RS05720,2,3.7409580301452263,0.4604778412476888
41908,A,PN96_RS02355,1,0.13849268848169255,0.17741272417476814
24813,A,PN96_RS21300,6,8.83542808923969,6.032178205813386
41848,B,PN96_RS20950,1,2.2419028236209004,0.06787836481010635
41848,A,PN96_RS07515,1,0.1806050252241249,1.9761632688157145
22812,A,PN96_RS09240,2,0.026202426630922777,0.5030715633486564
41904,B,PN96_RS17995,4,9.927535528568113,6.6607554716687085
41904,A,PN96_RS03555,4,2.054952440141751,0.3379556015057438
41880,B,PN96_RS20950,1,3.1042693344196968,0.12910217702565993
41880,A,PN96_RS07515,1,0.24953174536672557,1.8064509671072104
27694,A,PN96_RS13640,2,1.7605899212903844,0.4171211098443226
13677,A,PN96_RS15085,1,4.185085233773079,0.13108890521431207
24560,A,PN96_RS14615,6,0.16941606553144742,0.0556185334132376
18321,A,PN96_RS21300,6,8.190068912953349,0.42847753333122196
14053,A,PN96_RS09830,3,0.4193985958811999,0.04781236270326412
10748,A,PN96_RS01390,2,0.6407304529203723,0.5623309298490037
27654,B,PN96_RS11715,2,0.027469139300704458,0.9687300063363032
27654,B,PN96_RS11720,2,0.027469139300704458,0.9687300063363032
